jdate,retweets,favorites,tweetcount,movretweets,movfavorites,movtweets,mov_rt_rat,mov_fav_rat,rt_rat,fav_rat
1,2463,4165,24,NA,NA,NA,NA,NA,102.625,173.541666666667
2,279,379,7,1021,1661,13.6666666666667,74.7073170731707,121.536585365854,39.8571428571429,54.1428571428571
3,321,439,10,405.333333333333,476,10.6666666666667,38,44.625,32.1,43.9
4,616,610,15,564.333333333333,633.333333333333,13.3333333333333,42.325,47.5,41.0666666666667,40.6666666666667
5,756,851,15,585.666666666667,612.666666666667,15,39.0444444444444,40.8444444444444,50.4,56.7333333333333
6,385,377,15,890.666666666667,780.333333333333,17.6666666666667,50.4150943396226,44.1698113207547,25.6666666666667,25.1333333333333
7,1531,1113,23,724,605.333333333333,15.6666666666667,46.2127659574468,38.6382978723404,66.5652173913043,48.3913043478261
8,256,326,9,795.666666666667,738.333333333333,12.6666666666667,62.8157894736842,58.2894736842105,28.4444444444444,36.2222222222222
9,600,776,6,302.666666666667,382.666666666667,6,50.4444444444444,63.7777777777778,100,129.333333333333
10,52,46,3,396.666666666667,490,5.66666666666667,70,86.4705882352941,17.3333333333333,15.3333333333333
11,538,648,8,533,664.333333333333,12.3333333333333,43.2162162162162,53.8648648648649,67.25,81
12,1009,1299,26,695.666666666667,869.333333333333,15,46.3777777777778,57.9555555555556,38.8076923076923,49.9615384615385
13,540,661,11,648,881.666666666667,16,40.5,55.1041666666667,49.0909090909091,60.0909090909091
14,395,685,11,425.333333333333,611.666666666667,11,38.6666666666667,55.6060606060606,35.9090909090909,62.2727272727273
15,341,489,11,342,518.666666666667,9.33333333333333,36.6428571428571,55.5714285714286,31,44.4545454545455
16,290,382,6,315,446.666666666667,7.66666666666667,41.0869565217391,58.2608695652174,48.3333333333333,63.6666666666667
17,314,469,6,238.333333333333,332.333333333333,5.66666666666667,42.0588235294118,58.6470588235294,52.3333333333333,78.1666666666667
18,111,146,5,234,328.333333333333,5.66666666666667,41.2941176470588,57.9411764705882,22.2,29.2
19,277,370,6,1087.33333333333,739.666666666667,9,120.814814814815,82.1851851851852,46.1666666666667,61.6666666666667
20,2874,1703,16,1266.66666666667,968.666666666667,10.6666666666667,118.75,90.8125,179.625,106.4375
21,649,833,10,1367.33333333333,1069.66666666667,11,124.30303030303,97.2424242424242,64.9,83.3
22,579,673,7,1138,1513,8,142.25,189.125,82.7142857142857,96.1428571428571
23,2186,3033,7,946.333333333333,1274.66666666667,5.33333333333333,177.4375,239,312.285714285714,433.285714285714
24,74,118,2,875.333333333333,1212.33333333333,5.33333333333333,164.125,227.3125,37,59
25,366,486,7,198,283,4,49.5,70.75,52.2857142857143,69.4285714285714
26,154,245,3,303,430.666666666667,6,50.5,71.7777777777778,51.3333333333333,81.6666666666667
27,389,561,8,300.666666666667,431,6.66666666666667,45.1,64.65,48.625,70.125
28,359,487,9,411,609.333333333333,8.66666666666667,47.4230769230769,70.3076923076923,39.8888888888889,54.1111111111111
29,485,780,9,289,430.666666666667,6.66666666666667,43.35,64.6,53.8888888888889,86.6666666666667
30,23,25,2,208.666666666667,331.333333333333,5,41.7333333333333,66.2666666666667,11.5,12.5
31,118,189,4,257,354,6,42.8333333333333,59,29.5,47.25
32,630,848,12,507,630.333333333333,8.33333333333333,60.84,75.64,52.5,70.6666666666667
33,773,854,9,644.666666666667,759,10.3333333333333,62.3870967741935,73.4516129032258,85.8888888888889,94.8888888888889
34,531,575,10,612,756.666666666667,10.3333333333333,59.2258064516129,73.2258064516129,53.1,57.5
35,532,841,12,528.333333333333,712.666666666667,11,48.030303030303,64.7878787878788,44.3333333333333,70.0833333333333
36,522,722,11,465.333333333333,727.666666666667,10,46.5333333333333,72.7666666666667,47.4545454545455,65.6363636363636
37,342,620,7,670.666666666667,1009.66666666667,9.66666666666667,69.3793103448276,104.448275862069,48.8571428571429,88.5714285714286
38,1148,1687,11,735.333333333333,1058,11.3333333333333,64.8823529411765,93.3529411764706,104.363636363636,153.363636363636
39,716,867,16,919.333333333333,1267.66666666667,14,65.6666666666667,90.5476190476191,44.75,54.1875
40,894,1249,15,732.666666666667,1053,15,48.8444444444444,70.2,59.6,83.2666666666667
41,588,1043,14,671,978.666666666667,14,47.9285714285714,69.9047619047619,42,74.5
42,531,644,13,667.333333333333,936,13.6666666666667,48.8292682926829,68.4878048780488,40.8461538461538,49.5384615384615
43,883,1121,14,607.333333333333,827,12,50.6111111111111,68.9166666666667,63.0714285714286,80.0714285714286
44,408,716,9,572,809,9,63.5555555555556,89.8888888888889,45.3333333333333,79.5555555555556
45,425,590,4,367.666666666667,559,5,73.5333333333333,111.8,106.25,147.5
46,270,371,2,411.333333333333,583.666666666667,4.33333333333333,94.9230769230769,134.692307692308,135,185.5
47,539,790,7,710,761.333333333333,8.66666666666667,81.9230769230769,87.8461538461539,77,112.857142857143
48,1321,1123,17,894.333333333333,1026.66666666667,14,63.8809523809524,73.3333333333333,77.7058823529412,66.0588235294118
49,823,1167,18,763.333333333333,846.333333333333,13.3333333333333,57.25,63.475,45.7222222222222,64.8333333333333
50,146,249,5,386,546.333333333333,8,48.25,68.2916666666667,29.2,49.8
51,189,223,1,111.666666666667,157.333333333333,2,55.8333333333333,78.6666666666667,189,223
52,0,0,0,246.333333333333,266.666666666667,4,61.5833333333333,66.6666666666667,0,0
53,550,577,11,346.666666666667,366.333333333333,7.66666666666667,45.2173913043478,47.7826086956522,50,52.4545454545455
54,490,522,12,549.333333333333,648,12,45.7777777777778,54,40.8333333333333,43.5
55,608,845,13,439.666666666667,521.333333333333,10.6666666666667,41.21875,48.875,46.7692307692308,65
56,221,197,7,510.666666666667,693.666666666667,10.3333333333333,49.4193548387097,67.1290322580645,31.5714285714286,28.1428571428571
57,703,1039,11,409,536,7.33333333333333,55.7727272727273,73.0909090909091,63.9090909090909,94.4545454545455
58,303,372,4,356.666666666667,496.666666666667,6,59.4444444444444,82.7777777777778,75.75,93
59,64,79,3,750,962,7,107.142857142857,137.428571428571,21.3333333333333,26.3333333333333
60,1883,2435,14,859.333333333333,1124.33333333333,11.3333333333333,75.8235294117647,99.2058823529412,134.5,173.928571428571
61,631,859,17,1256,1668,15.6666666666667,80.1702127659574,106.468085106383,37.1176470588235,50.5294117647059
62,1254,1710,16,945.666666666667,1284.33333333333,15,63.0444444444444,85.6222222222222,78.375,106.875
63,952,1284,12,885.333333333333,1210.33333333333,12.3333333333333,71.7837837837838,98.1351351351351,79.3333333333333,107
64,450,637,9,467.333333333333,640.333333333333,7,66.7619047619048,91.4761904761905,50,70.7777777777778
65,0,0,0,299,451.666666666667,4.66666666666667,64.0714285714286,96.7857142857143,0,0
66,447,718,5,274,391,5,54.8,78.2,89.4,143.6
67,375,455,10,689,769.666666666667,9.66666666666667,71.2758620689655,79.6206896551724,37.5,45.5
68,1245,1136,14,1014,993.333333333333,12,84.5,82.7777777777778,88.9285714285714,81.1428571428571
69,1422,1389,12,1057.33333333333,1092.33333333333,12.3333333333333,85.7297297297297,88.5675675675676,118.5,115.75
70,505,752,11,742.333333333333,866.333333333333,10.3333333333333,71.8387096774194,83.8387096774194,45.9090909090909,68.3636363636364
71,300,458,8,297,446,7,42.4285714285714,63.7142857142857,37.5,57.25
72,86,128,2,134,203.333333333333,4,33.5,50.8333333333333,43,64
73,16,24,2,204,288.333333333333,4.33333333333333,47.0769230769231,66.5384615384615,8,12
74,510,713,9,395.666666666667,507.333333333333,7.33333333333333,53.9545454545455,69.1818181818182,56.6666666666667,79.2222222222222
75,661,785,11,624.666666666667,851,10.3333333333333,60.4516129032258,82.3548387096774,60.0909090909091,71.3636363636364
76,703,1055,11,948.666666666667,1182,12.3333333333333,76.9189189189189,95.8378378378378,63.9090909090909,95.9090909090909
77,1482,1706,15,967,1278.66666666667,12.3333333333333,78.4054054054054,103.675675675676,98.8,113.733333333333
78,716,1075,11,937.666666666667,1274.66666666667,10.6666666666667,87.90625,119.5,65.0909090909091,97.7272727272727
79,615,1043,6,1173.33333333333,1551.66666666667,7,167.619047619048,221.666666666667,102.5,173.833333333333
80,2189,2537,4,1104.33333333333,1422.33333333333,8,138.041666666667,177.791666666667,547.25,634.25
81,509,687,14,1160,1428.33333333333,11,105.454545454545,129.848484848485,36.3571428571429,49.0714285714286
82,782,1061,15,630.666666666667,888.333333333333,13.3333333333333,47.3,66.625,52.1333333333333,70.7333333333333
83,601,917,11,633.333333333333,958.333333333333,12.3333333333333,51.3513513513514,77.7027027027027,54.6363636363636,83.3636363636364
84,517,897,11,627,956,10.6666666666667,58.78125,89.625,47,81.5454545454545
85,763,1054,10,431.333333333333,660,7.33333333333333,58.8181818181818,90,76.3,105.4
86,14,29,1,374,559,4.33333333333333,86.3076923076923,129,14,29
87,345,594,2,266,419.333333333333,5,53.2,83.8666666666667,172.5,297
88,439,635,12,406.333333333333,674,8.33333333333333,48.76,80.88,36.5833333333333,52.9166666666667
89,435,793,11,808.333333333333,1203.66666666667,15.3333333333333,52.7173913043478,78.5,39.5454545454545,72.0909090909091
90,1551,2183,23,1015.66666666667,1526.33333333333,17,59.7450980392157,89.7843137254902,67.4347826086957,94.9130434782609
91,1061,1603,17,1223.33333333333,1771.66666666667,17,71.9607843137255,104.21568627451,62.4117647058824,94.2941176470588
92,1058,1529,11,827.333333333333,1246.66666666667,11,75.2121212121212,113.333333333333,96.1818181818182,139
93,363,608,5,616.666666666667,929.666666666667,6.33333333333333,97.3684210526316,146.789473684211,72.6,121.6
94,429,652,3,582.333333333333,832.333333333333,7.33333333333333,79.4090909090909,113.5,143,217.333333333333
95,955,1237,14,812.666666666667,1172.33333333333,11,73.8787878787879,106.575757575758,68.2142857142857,88.3571428571429
96,1054,1628,16,797,1091,14.6666666666667,54.3409090909091,74.3863636363636,65.875,101.75
97,382,408,14,658.666666666667,905.666666666667,13.3333333333333,49.4,67.925,27.2857142857143,29.1428571428571
98,540,681,10,670,834.666666666667,15,44.6666666666667,55.6444444444444,54,68.1
99,1088,1415,21,705.333333333333,953.333333333333,13.3333333333333,52.9,71.5,51.8095238095238,67.3809523809524
100,488,764,9,578,805,12,48.1666666666667,67.0833333333333,54.2222222222222,84.8888888888889
101,158,236,6,443,679.333333333333,8.66666666666667,51.1153846153846,78.3846153846154,26.3333333333333,39.3333333333333
102,683,1038,11,560,831.333333333333,12.6666666666667,44.2105263157895,65.6315789473684,62.0909090909091,94.3636363636364
103,839,1220,21,924.666666666667,1435.66666666667,17.6666666666667,52.3396226415094,81.2641509433962,39.9523809523809,58.0952380952381
104,1252,2049,21,1058.66666666667,1643,23,46.0289855072464,71.4347826086957,59.6190476190476,97.5714285714286
105,1085,1660,27,1089.33333333333,1702,24,45.3888888888889,70.9166666666667,40.1851851851852,61.4814814814815
106,931,1397,24,759,1182.66666666667,19.3333333333333,39.2586206896552,61.1724137931035,38.7916666666667,58.2083333333333
107,261,491,7,688,1209,13.6666666666667,50.3414634146341,88.4634146341463,37.2857142857143,70.1428571428571
108,872,1739,10,739.333333333333,1229,12,61.6111111111111,102.416666666667,87.2,173.9
109,1085,1457,19,1203.66666666667,1626,18.3333333333333,65.6545454545455,88.6909090909091,57.1052631578947,76.6842105263158
110,1654,1682,26,1171.66666666667,1498,29.3333333333333,39.9431818181818,51.0681818181818,63.6153846153846,64.6923076923077
111,776,1355,43,1304.66666666667,1700,30.6666666666667,42.5434782608696,55.4347826086956,18.046511627907,31.5116279069767
112,1484,2063,23,1289.33333333333,1766.33333333333,32,40.2916666666667,55.1979166666667,64.5217391304348,89.695652173913
113,1608,1881,30,1148,1553.33333333333,21.3333333333333,53.8125,72.8125,53.6,62.7
114,352,716,11,813.666666666667,1172,16,50.8541666666667,73.25,32,65.0909090909091
115,481,919,7,453.333333333333,815.666666666667,11,41.2121212121212,74.1515151515151,68.7142857142857,131.285714285714
116,527,812,15,566.666666666667,859.333333333333,14,40.4761904761905,61.3809523809524,35.1333333333333,54.1333333333333
117,692,847,20,601.666666666667,861.333333333333,20,30.0833333333333,43.0666666666667,34.6,42.35
118,586,925,25,699.333333333333,1044,21,33.3015873015873,49.7142857142857,23.44,37
119,820,1360,18,736,1196,19.6666666666667,37.4237288135593,60.8135593220339,45.5555555555556,75.5555555555556
120,802,1303,16,611.333333333333,967.333333333333,13.3333333333333,45.85,72.55,50.125,81.4375
121,212,239,6,370.666666666667,584,9.66666666666667,38.3448275862069,60.4137931034483,35.3333333333333,39.8333333333333
122,98,210,7,232,299.666666666667,9,25.7777777777778,33.2962962962963,14,30
123,386,450,14,640.666666666667,1036.66666666667,14.3333333333333,44.6976744186046,72.3255813953488,27.5714285714286,32.1428571428571
124,1438,2450,22,863.666666666667,1373,17,50.8039215686275,80.7647058823529,65.3636363636364,111.363636363636
125,767,1219,15,941.666666666667,1527.33333333333,18,52.3148148148148,84.8518518518518,51.1333333333333,81.2666666666667
126,620,913,17,724.333333333333,1027.33333333333,18,40.2407407407407,57.0740740740741,36.4705882352941,53.7058823529412
127,786,950,22,567.333333333333,818,17,33.3725490196078,48.1176470588235,35.7272727272727,43.1818181818182
128,296,591,12,509.333333333333,772,14.3333333333333,35.5348837209302,53.8604651162791,24.6666666666667,49.25
129,446,775,9,429,784.333333333333,12.6666666666667,33.8684210526316,61.921052631579,49.5555555555556,86.1111111111111
130,545,987,17,1255,1927.66666666667,13.6666666666667,91.8292682926829,141.048780487805,32.0588235294118,58.0588235294118
131,2774,4021,15,1368.33333333333,2043.33333333333,17.6666666666667,77.4528301886792,115.660377358491,184.933333333333,268.066666666667
132,786,1122,21,1324.66666666667,1956.33333333333,16.6666666666667,79.48,117.38,37.4285714285714,53.4285714285714
133,414,726,14,592,1028.33333333333,17,34.8235294117647,60.4901960784314,29.5714285714286,51.8571428571429
134,576,1237,16,427,837.333333333333,11.6666666666667,36.6,71.7714285714286,36,77.3125
135,291,549,5,332.333333333333,665,8.66666666666667,38.3461538461538,76.7307692307692,58.2,109.8
136,130,209,5,306,507,8.66666666666667,35.3076923076923,58.5,26,41.8
137,497,763,16,610.666666666667,927.666666666667,12,50.8888888888889,77.3055555555556,31.0625,47.6875
138,1205,1811,15,911.333333333333,1228.66666666667,17,53.6078431372549,72.2745098039216,80.3333333333333,120.733333333333
139,1032,1112,20,1001.33333333333,1399.66666666667,16,62.5833333333333,87.4791666666667,51.6,55.6
140,767,1276,13,916.333333333333,1143,16.3333333333333,56.1020408163265,69.9795918367347,59,98.1538461538462
141,950,1041,16,646.333333333333,880.333333333333,12,53.8611111111111,73.3611111111111,59.375,65.0625
142,222,324,7,453.666666666667,546,11,41.2424242424242,49.6363636363636,31.7142857142857,46.2857142857143
143,189,273,10,522,754,10.6666666666667,48.9375,70.6875,18.9,27.3
144,1155,1665,15,620,924.666666666667,12.3333333333333,50.2702702702703,74.972972972973,77,111
145,516,836,12,768,1134,14.3333333333333,53.5813953488372,79.1162790697674,43,69.6666666666667
146,633,901,16,588.666666666667,864.333333333333,13.6666666666667,43.0731707317073,63.2439024390244,39.5625,56.3125
147,617,856,13,782.333333333333,944,14.6666666666667,53.3409090909091,64.3636363636364,47.4615384615385,65.8461538461538
148,1097,1075,15,587,682.666666666667,11.3333333333333,51.7941176470588,60.2352941176471,73.1333333333333,71.6666666666667
149,47,117,6,396.666666666667,439,9.33333333333333,42.5,47.0357142857143,7.83333333333333,19.5
150,46,125,7,212,430.333333333333,6.33333333333333,33.4736842105263,67.9473684210526,6.57142857142857,17.8571428571429
151,543,1049,6,371,676.666666666667,9.33333333333333,39.75,72.5,90.5,174.833333333333
152,524,856,15,560,1014,10.6666666666667,52.5,95.0625,34.9333333333333,57.0666666666667
153,613,1137,11,631.666666666667,972.333333333333,12.6666666666667,49.8684210526316,76.7631578947368,55.7272727272727,103.363636363636
154,758,924,12,627.666666666667,912,10.6666666666667,58.84375,85.5,63.1666666666667,77
155,512,675,9,474.333333333333,658.333333333333,9,52.7037037037037,73.1481481481482,56.8888888888889,75
156,153,376,6,230.333333333333,369.333333333333,6,38.3888888888889,61.5555555555556,25.5,62.6666666666667
157,26,57,3,181,331.333333333333,7.33333333333333,24.6818181818182,45.1818181818182,8.66666666666667,19
158,364,561,13,233.666666666667,377.333333333333,8.33333333333333,28.04,45.28,28,43.1538461538462
159,311,514,9,528,782.666666666667,12.3333333333333,42.8108108108108,63.4594594594595,34.5555555555556,57.1111111111111
160,909,1273,15,621.666666666667,985.666666666667,12.6666666666667,49.0789473684211,77.8157894736842,60.6,84.8666666666667
161,645,1170,14,712.333333333333,1074,16.6666666666667,42.74,64.44,46.0714285714286,83.5714285714286
162,583,779,21,561.333333333333,923,15,37.4222222222222,61.5333333333333,27.7619047619048,37.0952380952381
163,456,820,10,413,663.666666666667,12,34.4166666666667,55.3055555555556,45.6,82
164,200,392,5,374.333333333333,678.666666666667,8.66666666666667,43.1923076923077,78.3076923076923,40,78.4
165,467,824,11,457.333333333333,872,10,45.7333333333333,87.2,42.4545454545455,74.9090909090909
166,705,1400,14,489.666666666667,953.333333333333,12,40.8055555555556,79.4444444444444,50.3571428571429,100
167,297,636,11,671.666666666667,1149.33333333333,13.6666666666667,49.1463414634146,84.0975609756098,27,57.8181818181818
168,1013,1412,16,490,771,10.6666666666667,45.9375,72.28125,63.3125,88.25
169,160,265,5,402.666666666667,592,9,44.7407407407407,65.7777777777778,32,53
170,35,99,6,113.666666666667,239.333333333333,5,22.7333333333333,47.8666666666667,5.83333333333333,16.5
171,146,354,4,299,421,8.66666666666667,34.5,48.5769230769231,36.5,88.5
172,716,810,16,514.666666666667,807,12.6666666666667,40.6315789473684,63.7105263157895,44.75,50.625
173,682,1257,18,649,964,14.6666666666667,44.25,65.7272727272727,37.8888888888889,69.8333333333333
174,549,825,10,742,1255,17.3333333333333,42.8076923076923,72.4038461538462,54.9,82.5
175,995,1683,24,1262.66666666667,1870.33333333333,16,78.9166666666667,116.895833333333,41.4583333333333,70.125
176,2244,3103,14,1120,1668,15.3333333333333,73.0434782608696,108.782608695652,160.285714285714,221.642857142857
177,121,218,8,882.666666666667,1306,9.33333333333333,94.5714285714286,139.928571428571,15.125,27.25
178,283,597,6,405.333333333333,708,11,36.8484848484848,64.3636363636364,47.1666666666667,99.5
179,812,1309,19,548.333333333333,906,14.6666666666667,37.3863636363636,61.7727272727273,42.7368421052632,68.8947368421053
180,550,812,19,634,1021.66666666667,17,37.2941176470588,60.0980392156863,28.9473684210526,42.7368421052632
181,540,944,13,741.666666666667,1134,16.6666666666667,44.5,68.04,41.5384615384615,72.6153846153846
182,1135,1646,18,848.333333333333,1265.33333333333,14,60.5952380952381,90.3809523809524,63.0555555555556,91.4444444444444
183,870,1206,11,745.666666666667,1093.33333333333,13,57.3589743589744,84.1025641025641,79.0909090909091,109.636363636364
184,232,428,10,446,714.333333333333,10,44.6,71.4333333333333,23.2,42.8
185,236,509,9,364.333333333333,747,9.66666666666667,37.6896551724138,77.2758620689655,26.2222222222222,56.5555555555556
186,625,1304,10,359,757.666666666667,10,35.9,75.7666666666667,62.5,130.4
187,216,460,11,442,881.333333333333,12.3333333333333,35.8378378378378,71.4594594594595,19.6363636363636,41.8181818181818
188,485,880,16,441.333333333333,743,13.6666666666667,32.2926829268293,54.3658536585366,30.3125,55
189,623,889,14,455,726,12.6666666666667,35.921052631579,57.3157894736842,44.5,63.5
190,257,409,8,324.666666666667,486,9.66666666666667,33.5862068965517,50.2758620689655,32.125,51.125
191,94,160,7,143.666666666667,241.666666666667,8,17.9583333333333,30.2083333333333,13.4285714285714,22.8571428571429
192,80,156,9,221.666666666667,336.666666666667,10.3333333333333,21.4516129032258,32.5806451612903,8.88888888888889,17.3333333333333
193,491,694,15,851.333333333333,1564.66666666667,10,85.1333333333333,156.466666666667,32.7333333333333,46.2666666666667
194,1983,3844,6,971.333333333333,1787.66666666667,10.3333333333333,94,173,330.5,640.666666666667
195,440,825,10,934.666666666667,1764,9.33333333333333,100.142857142857,189,44,82.5
196,381,623,12,300,524.333333333333,9.66666666666667,31.0344827586207,54.2413793103448,31.75,51.9166666666667
197,79,125,7,161.666666666667,274.666666666667,8,20.2083333333333,34.3333333333333,11.2857142857143,17.8571428571429
198,25,76,5,57.6666666666667,114.333333333333,6.33333333333333,9.10526315789474,18.0526315789474,5,15.2
199,69,142,7,155,282.333333333333,8.33333333333333,18.6,33.88,9.85714285714286,20.2857142857143
200,371,629,13,638.666666666667,742.333333333333,13,49.1282051282051,57.1025641025641,28.5384615384615,48.3846153846154
201,1476,1456,19,817,1016.33333333333,17.3333333333333,47.1346153846154,58.6346153846154,77.6842105263158,76.6315789473684
202,604,964,20,879.333333333333,1104,18.3333333333333,47.9636363636364,60.2181818181818,30.2,48.2
203,558,892,16,755.333333333333,997.666666666667,17.3333333333333,43.5769230769231,57.5576923076923,34.875,55.75
204,1104,1137,16,575.666666666667,718.333333333333,12.6666666666667,45.4473684210526,56.7105263157895,69,71.0625
205,65,126,6,427.666666666667,487,9,47.5185185185185,54.1111111111111,10.8333333333333,21
206,114,198,5,318,518.666666666667,9,35.3333333333333,57.6296296296296,22.8,39.6
207,775,1232,16,632.333333333333,1025,12,52.6944444444444,85.4166666666667,48.4375,77
208,1008,1645,15,876.333333333333,1469,16.3333333333333,53.6530612244898,89.9387755102041,67.2,109.666666666667
209,846,1530,18,797.666666666667,1437.66666666667,17.6666666666667,45.1509433962264,81.377358490566,47,85
210,539,1138,20,552,1039,17.3333333333333,31.8461538461538,59.9423076923077,26.95,56.9
211,271,449,14,284.333333333333,570.333333333333,12.3333333333333,23.0540540540541,46.2432432432432,19.3571428571429,32.0714285714286
212,43,124,3,168,360.666666666667,10,16.8,36.0666666666667,14.3333333333333,41.3333333333333
213,190,509,13,272.666666666667,490,9.33333333333333,29.2142857142857,52.5,14.6153846153846,39.1538461538462
214,585,837,12,553,664,14.6666666666667,37.7045454545455,45.2727272727273,48.75,69.75
215,884,646,19,679.333333333333,850.666666666667,17,39.9607843137255,50.0392156862745,46.5263157894737,34
216,569,1069,20,552.333333333333,737,20.3333333333333,27.1639344262295,36.2459016393443,28.45,53.45
217,204,496,22,396.666666666667,774.666666666667,19.6666666666667,20.1694915254237,39.3898305084746,9.27272727272727,22.5454545454545
218,417,759,17,248.333333333333,519,15.3333333333333,16.195652173913,33.8478260869565,24.5294117647059,44.6470588235294
219,124,302,7,255.666666666667,476,10.6666666666667,23.96875,44.625,17.7142857142857,43.1428571428571
220,226,367,8,298.333333333333,493.333333333333,10,29.8333333333333,49.3333333333333,28.25,45.875
221,545,811,15,457,741.333333333333,13.6666666666667,33.4390243902439,54.2439024390244,36.3333333333333,54.0666666666667
222,600,1046,18,549,948,18.3333333333333,29.9454545454545,51.7090909090909,33.3333333333333,58.1111111111111
223,502,987,22,740.666666666667,1201,20.6666666666667,35.8387096774194,58.1129032258064,22.8181818181818,44.8636363636364
224,1120,1570,22,753.666666666667,1178.33333333333,19,39.6666666666667,62.0175438596491,50.9090909090909,71.3636363636364
225,639,978,13,669,1039.33333333333,14.3333333333333,46.6744186046512,72.5116279069767,49.1538461538462,75.2307692307692
226,248,570,8,403.666666666667,777.333333333333,9.66666666666667,41.7586206896552,80.4137931034483,31,71.25
227,324,784,8,469.666666666667,948.666666666667,14,33.5476190476191,67.7619047619048,40.5,98
